Source,Target,Tweet Type
magnieboy,benjolly9,retweet
christychrist,fisherandrew79,retweet
christychrist,garyyounge,retweet
bcomininvisible,bbcnews,retweet
andreashell,gmb_union,retweet
merkblack00702,gmb_union,retweet
victimstroke,conservatives,retweet
victimstroke,borisjohnson,retweet
victimstroke,sajidjavid,retweet
victimstroke,rishisunak,retweet
victimstroke,jesse_norman,retweet
victimstroke,johnglenuk,retweet
victimstroke,patel4witham,retweet
victimstroke,cchqpress,retweet
victimstroke,centrallobby,retweet
gazjenkinson,derek4centayr,retweet
gazjenkinson,scottories,retweet
elliehotpig,djack_journo,retweet
elliehotpig,johnnymerceruk,retweet
kevintwining,milneorchid,retweet
bedspolfed,rachael_swindon,retweet
1967rjs,_brexittory,retweet
nathe89,nja5,retweet
alisonclareteal,sheffieldgreens,retweet
alisonclareteal,thegreenparty,retweet
rambo82ave,wpmtese,retweet
welshdellb0y,itvtynetees,retweet
welshdellb0y,mikehillmp,retweet
welshdellb0y,jeremycorbyn,retweet
adrianwindisch,carla_denyer,retweet
adrianwindisch,swgreenparty,retweet
adrianwindisch,carolinelucas,retweet
aidanbogaerde,joswinson,retweet
sheffieldflats,teleproperty,retweet
whilekylesmile,libdemdaisy,retweet
dylanstrain,geziwoman,retweet
dylanstrain,mazzucatom,retweet
dylanstrain,uklabour,retweet
matkinsj,generalboles,retweet
scwubbies,dancingthemind,retweet
corbyncorporal,jeremycorbyn,retweet
corbyncorporal,hackneyabbott,retweet
tuppygloss,nick_blm,retweet
delivaranus,gmb_union,retweet
stalbansldcllrs,mophead_asboboy,retweet
stalbansldcllrs,libdemdaisy,retweet
stalbansldcllrs,stalbansldcllrs,retweet
stalbansldcllrs,stalbanslds,retweet
cymga,gmb_union,retweet
jackpurkiss4,hbyoungcons,retweet
jackpurkiss4,jackpurkiss4,retweet
jackpurkiss4,young_tories,retweet
jackpurkiss4,leicrutlandcons,retweet
wck47,gmb_union,retweet
ameninaluz,geziwoman,retweet
ameninaluz,mazzucatom,retweet
ameninaluz,uklabour,retweet
salardeen,gmb_union,retweet
suttonmids2018,benjolly9,retweet
graemebrettwil1,geziwoman,retweet
graemebrettwil1,mazzucatom,retweet
graemebrettwil1,uklabour,retweet
dianeillingwor5,joglasg,retweet
clivesm31661002,labouragainstas,retweet
clivesm31661002,peoplesmomentum,retweet
clivesm31661002,apsanaforpl,retweet
schikhlia,_brexittory,retweet
nbnikkibarton,liamfox,retweet
nbnikkibarton,conservatives,retweet
comfortableblue,scottories,retweet
linzippa,rachael_swindon,retweet
moniqueroffey13,xrrebel,retweet
moniqueroffey13,scientistsx,retweet
moniqueroffey13,conservatives,retweet
moniqueroffey13,borisjohnson,retweet
macnahgalla,scottories,retweet
curlyclaretoo,milneorchid,retweet
ahjeffrey,gmb_union,retweet
tishabratt,wpmtese,retweet
mh_equality,centreformh,retweet
mh_equality,andy__bell__,retweet
mh_equality,mh_equality,retweet
neilgraysnp,thesnp,retweet
neilgraysnp,valensercla,retweet
planet_earth7,dr_philippaw,retweet
luckylilybee,jonatha01367030,retweet
stuartwaterman,aaronbastani,retweet
stuartwaterman,novaramedia,retweet
southgatelabour,bambos4mp,retweet
southgatelabour,uklabour,retweet
southgatelabour,southgatelabour,retweet
southgatelabour,londonlabour,retweet
fhconservatives,damiancollins,retweet
dylanstrain,scousegirlmedia,retweet
arthurm40159518,ronniecowan,retweet
arthurm40159518,thesnp,retweet
tgw123,faithmattersuk,reply
victimstroke,donedgley1,retweet
victimstroke,iaindale,retweet
victimstroke,skynews,retweet
victimstroke,conservatives,retweet
victimstroke,libdems,retweet
darkalley11,brexitbin,retweet
mrsaitchbee,dariahassqt,retweet
adobemotion,jerryhicksunite,retweet
s4right,peoplesmomentum,reply
s4right,borisjohnson,retweet
s4right,uklabour,retweet
ianparkerlabsth,haggis_uk,retweet
upmyloft,dr_philippaw,retweet
daveb_shrews,theprolestar,retweet
bzjane,nja5,retweet
al_gore_rhythm,dancingthemind,retweet
hickmottpatrick,dancingthemind,retweet
annawatton,leedseurope,retweet
annawatton,alexsobel,retweet
morningsidemark,scottories,retweet
monolondon,gmb_union,retweet
goonerkeith53,addicted2newz,retweet
denisemembery,ladydurrant,retweet
brendan80856754,gmb_union,retweet
pauljohnlyon,dancingthemind,retweet
pauljohnlyon,matthancock,retweet
jasongaffney7,apollon101,retweet
ritadav39509775,kazzjenkins,retweet
ritadav39509775,conservatives,retweet
brendanoharasnp,dunoonbranchsnp,retweet
crazyoverlord,dancingthemind,retweet
xxxx02728837,skynewspolitics,retweet
xxxx02728837,tommysheppard,retweet
xxxx02728837,jeremycorbyn,retweet
xxxx02728837,borisjohnson,retweet
xxxx02728837,nicolasturgeon,retweet
ugooawsome,brexitbin,retweet
junesim63,gmb_union,retweet
thejakeharrison,tnewtondunn,retweet
thejakeharrison,bbcquestiontime,retweet
whyohwhyfather,caroljhedges,retweet
terryelaineh1,saddlersue,retweet
terryelaineh1,jackiedp,retweet
terryelaineh1,thejohnkent,retweet
mrichalan,borisjohnson_mp,retweet
mrichalan,krishgm,retweet
jim26027396,ladydurrant,retweet
jim26027396,borisjohnson,retweet
rossknapton,gmb_union,retweet
mahanjames,ourgreatunion,retweet
megamonster786,scousegirlmedia,retweet
talkradio,talkradio,retweet
talkradio,juliahb1,retweet
talkradio,pjtheeconomist,retweet
talkradio,theifs,retweet
davetithers62,gmb_union,retweet
marenbennette,scottories,retweet
roadwarrior29,jnhanvey,retweet
roadwarrior29,joannaccherry,retweet
dianeillingwor5,citizensuk,retweet
bexibettyboo1,_brexittory,retweet
dragonsculpt,benjolly9,retweet
roadwarrior29,thesnp,retweet
roadwarrior29,valensercla,retweet
mrichalan,dancingthemind,retweet
mrichalan,matthancock,retweet
alex_fergusoned,scottories,retweet
m3900wilson,rachael_swindon,retweet
davidmarkherman,euanphilipps,retweet
davidmarkherman,annpettifor,retweet
davidmarkherman,uklabour,retweet
headlinersldn,zrileb,retweet
charltonparsons,_brexittory,retweet
elio33044815,brexitbin,retweet
peterandann,doozy_45,retweet
itspaafekuto,liamyoung,retweet
fufudevine,peoplesmomentum,retweet
fufudevine,trussliz,retweet
katyillustrates,inewsgraphics,retweet
katyillustrates,theipaper,retweet
geopens,olliek74,reply
spensfish,itvtynetees,retweet
spensfish,mikehillmp,retweet
spensfish,jeremycorbyn,retweet
tellacellaall,f4jofficial,retweet
mharries66,romillyweeks,retweet
mharries66,itvnews,retweet
davelawson35,aaronbastani,retweet
davelawson35,novaramedia,retweet
jasbinder,haggis_uk,retweet
fulhamparrot,haggis_uk,retweet
greycells,carryonkeith,retweet
sydneyd19916144,gmb_union,retweet
_jonevans1,kazzjenkins,retweet
_jonevans1,conservatives,retweet
siobhanfreya,buntymcfuff,retweet
ribbleboy15,_brexittory,retweet
97thmonkey,socialistvoice,retweet
bramallfox1,gmb_union,retweet
neils46,schoolsweek,retweet
dessiembyrne,gmb_union,retweet
drfojo,_brexittory,retweet
shububkin,aaronbastani,retweet
jerryburn,groot66,retweet
jerryburn,peston,retweet
jerryburn,jeremycorbyn,retweet
viewsfromme,_brexittory,retweet
alisonclareteal,rbw66,retweet
alisonclareteal,alisonclareteal,retweet
alisonclareteal,graham21,retweet
alisonclareteal,sianberry,retweet
squaire67_d,independent,retweet
billesteem,reutersuk,retweet
mancmal,groot66,retweet
mancmal,peston,retweet
mancmal,jeremycorbyn,retweet
gailnie86965461,pdockerty,retweet
louise_rowntree,brexitbin,retweet
abes1878,rachael_swindon,retweet
ntnigel,kazzjenkins,retweet
ntnigel,conservatives,retweet
psk9,scousegirlmedia,retweet
ndls61,mlindsay122015,reply
ndls61,wingsscotland,retweet
ndls61,_sarahmasson,retweet
ndls61,womenspledge,retweet
ndls61,thesnp,retweet
ndls61,grouse_beater,retweet
jonnymelamet,labouragainstas,retweet
jonnymelamet,peoplesmomentum,retweet
jonnymelamet,apsanaforpl,retweet
liz_mcphillips,brexitbin,retweet
indy_s_d,gmb_union,retweet
kennethmcbridez,tommysheppard,retweet
78soylentgreen,erstwhilian,retweet
78soylentgreen,skynews,retweet
78soylentgreen,rachelrileyrr,retweet
tighnacoille,brendanoharasnp,retweet
tighnacoille,dunoonbranchsnp,retweet
xugla,shahil95,retweet
bstarksth,rachael_swindon,retweet
cathykirby65,gmb_union,retweet
coffeecool,thegreenparty,retweet
coffeecool,channel4news,retweet
jacqui703,dancingthemind,retweet
ianmcewan20,angelortanya,retweet
ianmcewan20,uklabour,retweet
ianmcewan20,jeremycorbyn,retweet
harryraco,sunpolitics,retweet
harryraco,emilyhewertson,retweet
beadartist1,dancingthemind,retweet
greasydunlop,generalboles,retweet
dis_politics,jocoxfoundation,retweet
habeebmakhoul94,rachael_swindon,retweet
tortiouslawyer,goodwinmj,retweet
dragonsculpt,nhsnot4sale,retweet
greataronski,gmb_union,retweet
artemitzi,caroljhedges,retweet
cogglemaggie,theprolestar,retweet
bobbarn64345228,thegreenparty,retweet
bobbarn64345228,sianberry,retweet
davetiber,addicted2newz,retweet
davetiber,afneil,retweet
manwithoutsax,iandunt,reply
harakha,hassanjoudi_,retweet
orileyuk1,ageukcampaigns,retweet
pequejuls,thesnp,retweet
pequejuls,valensercla,retweet
drmarkcallaghan,rachael_swindon,retweet
calfactcheck,valimd,retweet
calfactcheck,bbcrealitycheck,retweet
calfactcheck,ladyhaja,retweet
classthinktank,unitetheunion,retweet
shellyasquith,unitepolitics,retweet
robinpaulinman,daniboy104,retweet
tgw123,sebastianepayne,retweet
tgw123,financialtimes,retweet
bbcnewspr,bbcone,retweet
fractallogic1,fractallogic1,retweet
fractallogic1,librapoppygirl,retweet
starbright164,lesleyriddoch,reply
donwendyagain,rachael_swindon,retweet
thegraveside,gmb_union,retweet
louisemcdaid,tommycorbyn,retweet
simonduggal,fbunational,retweet
goonerkeith53,_brexittory,retweet
bbcfrediani,bbcnewspr,retweet
bbcfrediani,bbcone,retweet
slateralastair,zoefranklinld,retweet
davelawson35,joglasg,retweet
cogglemaggie,brexit_sham,retweet
cogglemaggie,matthancock,retweet
caffrinc,kazzjenkins,retweet
caffrinc,conservatives,retweet
rhiannonadams_,libertyhq,retweet
timcurtisart,geziwoman,retweet
timcurtisart,mazzucatom,retweet
timcurtisart,uklabour,retweet
sculiefolf,keepnhspublic,retweet
people_paul,lthlondon,retweet
jaybeehaitch2,campbellclaret,reply
ssechaud1982,kittycatboyd,reply
willcooling,stephenkb,retweet
willcooling,patrickkmaguire,retweet
willcooling,pronouncedalva,retweet
faisalbongobong,deanmthomson,retweet
seantduffy,votealisonprn,retweet
seantduffy,scottishlabour,retweet
sarahtroke92,fisherandrew79,retweet
beckwith_simon,jerryhicksunite,retweet
boke54321emil,gmb_union,retweet
martinmorrismp,tommycorbyn,retweet
exfostercarer,aaronbastani,retweet
exfostercarer,novaramedia,retweet
thealexhughes,yesiscoming,retweet
_kev_13,gmb_union,retweet
jeffmas1,ladydurrant,retweet
jameskenrick1,thewarrenyp,retweet
jameskenrick1,cassierobinson,retweet
jameskenrick1,brianlavery59,retweet
jameskenrick1,ukyouth,retweet
jameskenrick1,youthappg,retweet
jameskenrick1,lifebanduk,retweet
jameskenrick1,ivw_uk,retweet
jameskenrick1,mattforde,retweet
jameskenrick1,ukyp,retweet
jameskenrick1,onehullofacity,retweet
nomad738,_brexittory,retweet
idoloveabully,rachael_swindon,retweet
bnorval48,dr_philippaw,retweet
tjdpritchard,jamesefoster,retweet
tjdpritchard,joswinson,retweet
tjdpritchard,libdems,retweet
tjdpritchard,uklabour,retweet
rob_kimbell,jamesbundy,retweet
bos_ca,agsbaker235,retweet
lu_lockyer,kazzjenkins,retweet
lu_lockyer,conservatives,retweet
baggy66462665,addicted2newz,retweet
baggy66462665,afneil,retweet
puffin1952,_brexittory,retweet
hadok184,_brexittory,retweet
lettyspoghetti,scousegirlmedia,retweet
tielle_remainer,gmb_union,retweet
msccollins1,skynews,retweet
derlinkepixel,gmb_union,retweet
97thmonkey,gmb_union,retweet
vicanderso,xrrebel,retweet
vicanderso,scientistsx,retweet
vicanderso,conservatives,retweet
vicanderso,borisjohnson,retweet
dibbles810,chrismasonbbc,retweet
harakha,maryam777,retweet
ehsanashraf,gmb_union,retweet
accessplymouth,ageukcampaigns,retweet
louise_rowntree,barrynl,retweet
louise_rowntree,paulkohlersw19,retweet
wiseoldqueen,_brexittory,retweet
discoverthee,jamesefoster,retweet
discoverthee,joswinson,retweet
discoverthee,libdems,retweet
discoverthee,uklabour,retweet
darrenfelton,liarpoliticians,retweet
darrenfelton,nigel_farage,retweet
darrenfelton,brexitparty_uk,retweet
pasci_lei,tommycorbyn,retweet
musicinbedford,bloggerheads,retweet
musicinbedford,jeremycorbyn,retweet
musicinbedford,uklabour,retweet
musicinbedford,conservatives,retweet
sgodlum,gmb_union,retweet
seancorourke,_brexittory,retweet
jimmyodonn,_brexittory,retweet
mrsmoys,ageukcampaigns,retweet
yvettehenson,jamesbundy,retweet
kerieinlondon,csquiremagazine,retweet
catricesealey,kazzjenkins,retweet
catricesealey,conservatives,retweet
donaldjudge,youth4ia,retweet
jfritte,lazaroumterror,retweet
newsanceandgg,imajsaclaimant,retweet
magicdmw,romillyweeks,retweet
magicdmw,itvnews,retweet
haveilostheplot,sunpolitics,retweet
minghowriter,matthancock,reply
minghowriter,mattforde,retweet
maestroclass,kazzjenkins,retweet
maestroclass,conservatives,retweet
embarrassedbrit,nickwakeling1,retweet
embarrassedbrit,libdems,retweet
nigelwingrove,angelortanya,retweet
nigelwingrove,uklabour,retweet
nigelwingrove,jeremycorbyn,retweet
samalasadi,kazzjenkins,retweet
samalasadi,conservatives,retweet
donohoe_cat,ayocaesar,retweet
donohoe_cat,opblackvote,retweet
liz_mcphillips,ronniecowan,retweet
liz_mcphillips,thesnp,retweet
elect0r,jksteinberger,retweet
gletherby,gmb_union,retweet
marieisabelles5,thebluecase,retweet
jagxjr40,colonelescargot,retweet
jagxjr40,uklabour,retweet
jagxjr40,mikehillmp,retweet
burdy02,jamesmelville,retweet
burdy02,becmcq,retweet
burniethebolt,geziwoman,retweet
burniethebolt,mazzucatom,retweet
burniethebolt,uklabour,retweet
caroleorpe,brexitbin,retweet
kacy8551,gmb_union,retweet
bobcullen9,theprolestar,retweet
lauren66793666,lauren66793666,retweet
lauren66793666,electoralcommuk,retweet
lauren66793666,google,retweet
tedthelistener,gmb_union,retweet
hants_hippy,scousegirlmedia,retweet
labourswbeds,cavlar_anderson,retweet
labourswbeds,labourswbeds,retweet
labourswbeds,uklabour,retweet
bigkarlyates,uklabour,reply
johnknowes,goodwinmj,retweet
rambojambo9,brexit_sham,retweet
rambojambo9,matthancock,retweet
andrewwhitaker3,gmb_union,retweet
muslimcouncil,harakha,retweet
dianeillingwor5,geziwoman,retweet
dianeillingwor5,mazzucatom,retweet
dianeillingwor5,uklabour,retweet
hownowmag,xrrebel,retweet
hownowmag,scientistsx,retweet
hownowmag,conservatives,retweet
hownowmag,borisjohnson,retweet
jake_francis_,unisontweets,retweet
bjwalsh,craiga_ryan,retweet
bjwalsh,thetimes,retweet
labourswbeds,cavlar_anderson,retweet
labourswbeds,uklabour,retweet
labourswbeds,neunion,retweet
labourswbeds,schoolcuts,retweet
labourswbeds,labourswbeds,retweet
ijw1969,haggis_uk,retweet
hickmottpatrick,dancingthemind,retweet
helenmargaretme,gmb_union,retweet
kath_grant,trickyjabs,retweet
gletherby,benjolly9,retweet
fhathast_tha,grahamp58,retweet
elliemc42,gmb_union,retweet
choccy15,gmb_union,retweet
fitalass,goodwinmj,retweet
grayman_safety,talkradio,retweet
grayman_safety,juliahb1,retweet
grayman_safety,pjtheeconomist,retweet
grayman_safety,theifs,retweet
screamsister,eyeedinburgh,retweet
ath1194,brexit_sham,retweet
ath1194,matthancock,retweet
ath1194,brexit_sham,retweet
ath1194,matthancock,retweet
socanddem,williamclouston,retweet
virgil52137971,itvtynetees,retweet
virgil52137971,mikehillmp,retweet
virgil52137971,jeremycorbyn,retweet
kinrossian,brexitbin,retweet
1st_johnnymac,addicted2newz,retweet
1st_johnnymac,afneil,retweet
tonysupport4biz,gmb_union,retweet
jamiegreeneuk,scottories,retweet
clairecozler,brexitbin,retweet
sumanebot,tamilguardian,retweet
sumanebot,uklabour,retweet
sumanebot,labourpress,retweet
sumanebot,labourpress,retweet
sumanebot,jeremycorbyn,retweet
sumanebot,johnmcdonnellmp,retweet
mrspwoman,xrrebel,retweet
mrspwoman,scientistsx,retweet
mrspwoman,conservatives,retweet
mrspwoman,borisjohnson,retweet
change4g00d,dr_philippaw,retweet
alexwales48,dr_philippaw,retweet
ryanmufc7115,_brexittory,retweet
labourswbeds,cavlar_anderson,retweet
labourswbeds,uklabour,retweet
labourswbeds,labourswbeds,retweet
labourswbeds,mencap_charity,retweet
ldinsdale98,_brexittory,retweet
snowmoonshadow,derekjames150,retweet
maxxiimmu,hannah_o_rourke,retweet
grantleford,lakshmi_888,retweet
cutanddried,scousegirlmedia,retweet
geoffh33,gop,retweet
originalkebz,rachael_swindon,retweet
doyley1968,scousegirlmedia,retweet
niknikmoore,sunpolitics,retweet
huguenothouse,thebluecase,retweet
unitelondoneast,unitepolitics,retweet
thefnundy,gmb_union,retweet
asterdisprime,doozy_45,retweet
barrynl,barrynl,retweet
barrynl,paulkohlersw19,retweet
devrawiz,gmb_union,retweet
markusrolfe,_brexittory,retweet
oneildmc,gmb_union,retweet
pavkazz,kazzjenkins,retweet
pavkazz,conservatives,retweet
fleeson713,caroljhedges,retweet
emmacpicken,labouragainstas,retweet
emmacpicken,jeremycorbyn,retweet
iansingleton99,_brexittory,retweet
michael31788617,addicted2newz,retweet
debrahall24,citizensadvice,retweet
sarah53970633,wpmtese,retweet
davstir,thestephenralph,retweet
davstir,jmpsimor,retweet
davstir,politics4ar,retweet
davstir,borisjohnson,retweet
davstir,gove,retweet
davstir,pennymordaunt,retweet
davstir,bbc,retweet
davstir,bbcnews,retweet
davstir,bbcnewspr,retweet
davstir,afneil,retweet
faisalbongobong,labouragainstas,retweet
faisalbongobong,peoplesmomentum,retweet
faisalbongobong,apsanaforpl,retweet
jrobert_nl,finlaypringle,retweet
jrobert_nl,gretathunberg,retweet
jrobert_nl,vanessa_vash,retweet
pickle2884,groot66,retweet
pickle2884,peston,retweet
pickle2884,jeremycorbyn,retweet
sydbolton11,europeanpenguin,retweet
oagrrl2,helenat1970,retweet
oagrrl2,dailypolitik,retweet
oagrrl2,thecanaryuk,retweet
jon_hagan,addicted2newz,retweet
jon_hagan,afneil,retweet
esteveyb,gmb_union,retweet
itsbenandalex,asyacosta,retweet
sheathcote972,talkradio,retweet
real_dr_roy,_brexittory,retweet
pussandboots68,jamesefoster,retweet
pussandboots68,jeremycorbyn,retweet
dommy251,gmb_union,retweet
wafzal,haggis_uk,retweet
stevemorphew,theprogalliance,retweet
stevemorphew,emilyblake4swn,retweet
annakerr_,rachael_swindon,retweet
dyfededwards,stephenmevans1,retweet
gifconservative,jeremycorbyn,reply
johmicjor,jeremybrier,retweet
saftmick,hinabokharild,retweet
saftmick,suttonlibdems,retweet
saftmick,libdems,retweet
derekmillar10,ronniecowan,retweet
derekmillar10,thesnp,retweet
boylelance,lazaroumterror,retweet
dickmackintosh,conservatives,retweet
gorbehp,kazzjenkins,retweet
gorbehp,conservatives,retweet
guga_ecb,goodwinmj,retweet
dungeekin,labouragainstas,retweet
dungeekin,peoplesmomentum,retweet
dungeekin,apsanaforpl,retweet
neilbibby,votealisonprn,retweet
neilbibby,scottishlabour,retweet
martinpalmer351,_brexittory,retweet
daisymcnicol,gmb_union,retweet
stumcg3,jamesbundy,retweet
dianaeverington,rachael_swindon,retweet
jan_sabin,lthlondon,retweet
lorlorgem,georgegalloway,retweet
borderslas,thesnp,retweet
borderslas,dr_philippaw,retweet
borderslas,robertjenrick,retweet
pranskya,michaeldickson,retweet
jenkins_mandy,steviebrexit,retweet
authoress41,nickwakeling1,retweet
authoress41,libdems,retweet
pmcc1973,dancingthemind,retweet
pmcc1973,matthancock,retweet
cheng_christine,nigel_farage,retweet
cheng_christine,brexitparty_uk,retweet
tgrworzel,borisjohnson,retweet
tgrworzel,uklabour,retweet
tgrworzel,jeremycorbyn,retweet
rosscolquhoun,thesnp,retweet
webwolfhound,makevotesmatter,retweet
davetykelawton,gmb_union,retweet
benicegjb,yesiscoming,retweet
overtheparapet,trickyjabs,retweet
piyakhanna,dancingthemind,retweet
rebeccafraser4,scottories,retweet
thealicechalk,lukepollard,retweet
adamstockers,euanphilipps,retweet
